"","Sample","ARO","Pathogen","Reads","MAPQ","Drug","Mechanism","AMR_Family","Gene_Length","FPKM"
"8467","SRS016196.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",1,21,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,3.42326862506661
"8468","SRS016196.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",38,22.31,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,79.8798338230388
"8469","SRS016196.allele_mapping_data.txt","mtrD","Neisseria meningitidis",1,11,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,1.25968592663968
"8470","SRS016196.allele_mapping_data.txt","patA","Streptococcus pneumoniae",273,22.68,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,650.0514469288
"8471","SRS016196.allele_mapping_data.txt","patB","Streptococcus pneumoniae",260,21.66,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,593.870268436853
"8472","SRS016196.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",132,22.55,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,443.963707984889
"8473","SRS016196.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",115,19.19,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,546.694789787582
"8474","SRS016196.allele_mapping_data.txt","hmrM","Haemophilus influenzae",5,23.88,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,14.4660706414105
"8475","SRS016196.allele_mapping_data.txt","tetA(46)","Streptococcus australis",1,22,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,2.33972968634988
"8476","SRS016196.allele_mapping_data.txt","tetB(46)","Streptococcus australis",1,11,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,2.32356575069288
"8477","SRS016196.allele_mapping_data.txt","tetA(60)","uncultured bacterium",1,14,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,2.31955960284686
"8478","SRS016196.allele_mapping_data.txt","rpoB2","Nocardia farcinica",3,11.67,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,3.4703643241217
"8479","SRS016196.allele_mapping_data.txt","LpsA","Haemophilus influenzae",5,15.75,"peptide antibiotic","reduced permeability to antibiotic","Intrinsic peptide antibiotic resistant Lps",771,26.1740188648089
"8480","SRS016196.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",1,14,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,1.2142099004072
"8481","SRS016196.allele_mapping_data.txt","tet(O/M/O)","Campylobacter coli",2,20,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,4.20420178015993
"8482","SRS016292.allele_mapping_data.txt","mgrA","Staphylococcus aureus",6,15.08,"fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump",444,54.5409960669397
"8483","SRS016292.allele_mapping_data.txt","PC1 beta-lactamase (blaZ)","Staphylococcus aureus",21,21.24,"penam","antibiotic inactivation","BlaZ beta-lactamase",846,100.185233910194
"8484","SRS016292.allele_mapping_data.txt","ErmC","Staphylococcus epidermidis",41,15.84,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",735,225.139295329381
"8485","SRS016292.allele_mapping_data.txt","ErmX","Plasmid pNG2",104,21.62,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",855,490.932755241132
"8486","SRS016292.allele_mapping_data.txt","ugd","Escherichia coli",1,20.5,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",1167,3.45846933072283
"8487","SRS016292.allele_mapping_data.txt","msrA","Staphylococcus epidermidis",20,21.73,"macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic","antibiotic target protection","msr-type ABC-F protein",1467,55.0243177771443
"8488","SRS016292.allele_mapping_data.txt","mecA","Staphylococcus aureus",12,22,"penam","antibiotic target replacement","methicillin resistant PBP2",2007,24.1317411596624
"8489","SRS016292.allele_mapping_data.txt","dfrC","Staphylococcus epidermidis",9,18.33,"diaminopyrimidine antibiotic","antibiotic target replacement","trimethoprim resistant dihydrofolate reductase dfr",486,74.7413649806211
"8490","SRS016292.allele_mapping_data.txt","norA","Staphylococcus epidermidis",23,21.52,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1164,79.7498069638585
"8491","SRS016292.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",15,20.4,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,31.5315133511995
"8492","SRS016292.allele_mapping_data.txt","mphC","Staphylococcus aureus",19,21.76,"macrolide antibiotic","antibiotic inactivation","macrolide phosphotransferase (MPH)",900,85.205156077908
"8493","SRS016292.allele_mapping_data.txt","patB","Streptococcus pneumoniae",2,22,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,4.56823283412964
"8494","SRS016292.allele_mapping_data.txt","rpoB2","Nocardia farcinica",60,12.55,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,69.407286482434
"8495","SRS016292.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",19,11.26,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,23.0699881077368
"8496","SRS016292.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",50,13.38,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,56.6699481740177
"8497","SRS016297.allele_mapping_data.txt","OXA-85","Fusobacterium nucleatum",9,22,"penam","antibiotic inactivation","OXA beta-lactamase",765,47.4827495171004
"8498","SRS016297.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",14,22.92,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,46.8527959580013
"8499","SRS016297.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",9,15.94,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,18.7722498090862
"8500","SRS016297.allele_mapping_data.txt","ErmF","Bacteroides fragilis",12,17.45,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",801,60.4649244787047
"8501","SRS016297.allele_mapping_data.txt","mel","Streptococcus pyogenes",17,18.62,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,56.3321617834238
"8502","SRS016297.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",4,20.75,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,8.1783864416485
"8503","SRS016297.allele_mapping_data.txt","mtrC","Neisseria meningitidis",3,11.33,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,9.77247871417321
"8504","SRS016297.allele_mapping_data.txt","ErmB","Enterococcus faecium",5,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",747,27.0149511978148
"8505","SRS016297.allele_mapping_data.txt","smeR","Stenotrophomonas maltophilia",1,11,"aminoglycoside antibiotic; cephalosporin; cephamycin; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",690,5.84932421587469
"8506","SRS016297.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",3,17.83,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,10.2698058751998
"8507","SRS016297.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",17,20.81,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,46.3911920569372
"8508","SRS016297.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",31,20.24,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,65.165127592479
"8509","SRS016297.allele_mapping_data.txt","mtrD","Neisseria meningitidis",9,12.72,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,11.3371733397571
"8510","SRS016297.allele_mapping_data.txt","patA","Streptococcus pneumoniae",25,19.52,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,59.5285207810256
"8511","SRS016297.allele_mapping_data.txt","patB","Streptococcus pneumoniae",27,19.19,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,61.6711432607501
"8512","SRS016297.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",13,19.75,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,43.7236985136633
"8513","SRS016297.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",18,19.06,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,85.5696192710997
"8514","SRS016297.allele_mapping_data.txt","hmrM","Haemophilus influenzae",1,11,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,2.89321412828211
"8515","SRS016297.allele_mapping_data.txt","farB","Neisseria meningitidis",1,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1527,2.64311310344043
"8516","SRS016297.allele_mapping_data.txt","tetA(46)","Streptococcus australis",2,42,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,4.67945937269975
"8517","SRS016297.allele_mapping_data.txt","tetB(46)","Streptococcus australis",1,22,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,2.32356575069288
"8518","SRS016297.allele_mapping_data.txt","rpoB2","Nocardia farcinica",3,11.33,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,3.4703643241217
"8519","SRS016297.allele_mapping_data.txt","LpsA","Haemophilus influenzae",1,22,"peptide antibiotic","reduced permeability to antibiotic","Intrinsic peptide antibiotic resistant Lps",771,5.23480377296179
"8520","SRS016297.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",2,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,2.4284198008144
"8521","SRS016297.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",1,14,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,1.13339896348035
"8522","SRS016297.allele_mapping_data.txt","tet(O/M/O)","Campylobacter coli",4,14,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,8.40840356031987
"8523","SRS016297.allele_mapping_data.txt","mef(E)","Streptococcus pneumoniae",3,15.33,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1212,9.99018244790479
"8524","SRS016503.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",1,18,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,2.08580553434291
"8525","SRS016503.allele_mapping_data.txt","novA","Streptomyces niveus",1,11,"aminocoumarin antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1848,2.18400092475841
"8526","SRS016503.allele_mapping_data.txt","mel","Streptococcus pyogenes",48,19.93,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,159.055515623785
"8527","SRS016503.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",3,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,6.13378983123638
"8528","SRS016503.allele_mapping_data.txt","lmrD","Lactococcus lactis",1,28,"lincosamide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1995,2.02307454082884
"8529","SRS016503.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",1,22,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,2.72889365040807
"8530","SRS016503.allele_mapping_data.txt","emrA","Escherichia coli",2,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1173,6.88155790102905
"8531","SRS016503.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",110,21.94,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,231.231097908796
"8532","SRS016503.allele_mapping_data.txt","patA","Streptococcus pneumoniae",111,21.04,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,264.306632267754
"8533","SRS016503.allele_mapping_data.txt","patB","Streptococcus pneumoniae",105,19.45,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,239.832223791806
"8534","SRS016503.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",55,20.96,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,184.984878327037
"8535","SRS016503.allele_mapping_data.txt","oleC","Streptomyces antibioticus",1,11,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",978,4.12682383328583
"8536","SRS016503.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",58,19.27,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,275.724328762432
"8537","SRS016503.allele_mapping_data.txt","msbA","Escherichia coli",1,11,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1749,2.30762361861266
"8538","SRS016503.allele_mapping_data.txt","tetA(46)","Streptococcus australis",5,21,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,11.6986484317494
"8539","SRS016503.allele_mapping_data.txt","tetA(60)","uncultured bacterium",1,22,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,2.31955960284686
"8540","SRS016503.allele_mapping_data.txt","rpoB2","Nocardia farcinica",3,11.33,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,3.4703643241217
"8541","SRS016503.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",2,11,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,2.4284198008144
"8542","SRS016503.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",3,11.33,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,3.40019689044106
"8543","SRS016503.allele_mapping_data.txt","tet(O/M/O)","Campylobacter coli",8,11.94,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,16.8168071206397
"8544","SRS016600.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",1,22,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,3.34662828271438
"8545","SRS016600.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",1,18,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,2.08580553434291
"8546","SRS016600.allele_mapping_data.txt","mel","Streptococcus pyogenes",70,19.82,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,231.955960284686
"8547","SRS016600.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",1,22,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,2.04459661041213
"8548","SRS016600.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",1,21,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,3.42326862506661
"8549","SRS016600.allele_mapping_data.txt","emrA","Escherichia coli",1,11,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1173,3.44077895051452
"8550","SRS016600.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",17,17.34,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,35.7357151313594
"8551","SRS016600.allele_mapping_data.txt","patA","Streptococcus pneumoniae",279,21.95,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,664.338291916246
"8552","SRS016600.allele_mapping_data.txt","patB","Streptococcus pneumoniae",217,21.77,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,495.653262503066
"8553","SRS016600.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",128,20.99,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,430.510262288377
"8554","SRS016600.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",105,17.87,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,499.156112414748
"8555","SRS016600.allele_mapping_data.txt","efrA","Enterococcus faecalis",2,11,"macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1728,4.67133531128882
"8556","SRS016600.allele_mapping_data.txt","hmrM","Haemophilus influenzae",2,18,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,5.78642825656421
"8557","SRS016600.allele_mapping_data.txt","Mef(En2)","Bacteroides fragilis",2,22,"macrolide antibiotic; lincosamide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,6.69325656542875
"8558","SRS016600.allele_mapping_data.txt","tetA(46)","Streptococcus australis",1,20.5,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1725,2.33972968634988
"8559","SRS016600.allele_mapping_data.txt","tetB(46)","Streptococcus australis",2,21.5,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,4.64713150138577
"8560","SRS016600.allele_mapping_data.txt","tetA(60)","uncultured bacterium",1,21,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,2.31955960284686
"8561","SRS016600.allele_mapping_data.txt","rpoB2","Nocardia farcinica",1,20.5,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,1.15678810804057
"8562","SRS016600.allele_mapping_data.txt","LpsA","Haemophilus influenzae",2,13,"peptide antibiotic","reduced permeability to antibiotic","Intrinsic peptide antibiotic resistant Lps",771,10.4696075459236
"8563","SRS016600.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",1,11,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,1.13339896348035
"8564","SRS016600.allele_mapping_data.txt","mef(E)","Streptococcus pneumoniae",4,16.5,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1212,13.3202432638731
"8565","SRS016653.allele_mapping_data.txt","srmB","Streptomyces ambofaciens",2,22,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,4.88328337441444
"8566","SRS016653.allele_mapping_data.txt","arlS","Staphylococcus aureus",1,11,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1356,2.97642603905128
"8567","SRS016653.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",2,11,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,5.74933576774008
"8568","SRS016653.allele_mapping_data.txt","amrB","Burkholderia pseudomallei",1,11,"macrolide antibiotic; aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"8569","SRS016653.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",22,17.53,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,45.8877217555441
"8570","SRS016653.allele_mapping_data.txt","ErmF","Bacteroides fragilis",3,15,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",801,15.1162311196762
"8571","SRS016653.allele_mapping_data.txt","OprJ","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1440,2.80280118677329
"8572","SRS016653.allele_mapping_data.txt","mel","Streptococcus pyogenes",126,21.42,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,417.520728512435
"8573","SRS016653.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",8,28.75,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,16.356772883297
"8574","SRS016653.allele_mapping_data.txt","mtrC","Neisseria meningitidis",4,14.5,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1239,13.0299716188976
"8575","SRS016653.allele_mapping_data.txt","arlR","Staphylococcus aureus",1,11,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",660,6.11520258932354
"8576","SRS016653.allele_mapping_data.txt","ErmB","Enterococcus faecium",1,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",747,5.40299023956297
"8577","SRS016653.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",6,18.6,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,20.5396117503997
"8578","SRS016653.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",8,24.07,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,21.8311492032646
"8579","SRS016653.allele_mapping_data.txt","mexY","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3141,1.28495183347773
"8580","SRS016653.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",188,21.94,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,395.194967335034
"8581","SRS016653.allele_mapping_data.txt","mtrD","Neisseria meningitidis",22,13.25,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,27.713090386073
"8582","SRS016653.allele_mapping_data.txt","patA","Streptococcus pneumoniae",230,24.01,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,547.662391185436
"8583","SRS016653.allele_mapping_data.txt","patB","Streptococcus pneumoniae",196,22.51,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,447.686817744705
"8584","SRS016653.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",104,20.04,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,349.789588109307
"8585","SRS016653.allele_mapping_data.txt","mexN","Pseudomonas aeruginosa",1,11,"phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3111,1.29734288298089
"8586","SRS016653.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",102,18.72,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,484.894509202898
"8587","SRS016653.allele_mapping_data.txt","efrA","Enterococcus faecalis",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1728,2.33566765564441
"8588","SRS016653.allele_mapping_data.txt","farA","Neisseria meningitidis",2,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1155,6.9888029592269
"8589","SRS016653.allele_mapping_data.txt","farB","Neisseria meningitidis",5,11,"antibacterial free fatty acids","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1527,13.2155655172022
"8590","SRS016653.allele_mapping_data.txt","tetB(46)","Streptococcus australis",1,11,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1737,2.32356575069288
"8591","SRS016653.allele_mapping_data.txt","tetA(60)","uncultured bacterium",1,18,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,2.31955960284686
"8592","SRS016653.allele_mapping_data.txt","MuxB","Pseudomonas aeruginosa",1,11,"macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3132,1.28864422380381
"8593","SRS016653.allele_mapping_data.txt","rpoB2","Nocardia farcinica",5,13,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,5.78394054020283
